,Mg Concentration,Mg Error1s,Al Concentration,Al Error1s,Si Concentration,Si Error1s,P Concentration,P Error1s,S Concentration,S Error1s,Cl Concentration,Cl Error1s,K Concentration,K Error1s,Ca Concentration,Ca Error1s,Ti Concentration,Ti Error1s,V Concentration,V Error1s,Cr Concentration,Cr Error1s,Mn Concentration,Mn Error1s,Fe Concentration,Fe Error1s,Co Concentration,Co Error1s,Ni Concentration,Ni Error1s,Cu Concentration,Cu Error1s,Zn Concentration,Zn Error1s,As Concentration,As Error1s,Se Concentration,Se Error1s,Rb Concentration,Rb Error1s,Sr Concentration,Sr Error1s,Y Concentration,Y Error1s,Zr Concentration,Zr Error1s,Nb Concentration,Nb Error1s,Mo Concentration,Mo Error1s,Ag Concentration,Ag Error1s,Cd Concentration,Cd Error1s,Sn Concentration,Sn Error1s,Sb Concentration,Sb Error1s,Ba Concentration,Ba Error1s,La Concentration,La Error1s,Ce Concentration,Ce Error1s,Pr Concentration,Pr Error1s,Nd Concentration,Nd Error1s,W Concentration,W Error1s,Au Concentration,Au Error1s,Hg Concentration,Hg Error1s,Pb Concentration,Pb Error1s,Bi Concentration,Bi Error1s,Th Concentration,Th Error1s,U Concentration,U Error1s,LE Concentration,LE Error1s
1_m01,<LOD,22948.0,<LOD,4132.0,<LOD,2945.0,<LOD,2470.0,<LOD,2704.0,<LOD,1178.0,<LOD,2491.0,<LOD,520.0,<LOD,281.0,<LOD,85.0,1083,177.0,<LOD,51.0,1782,143.0,<LOD,12.0,<LOD,29.0,51507,256.0,<LOD,94.0,<LOD,13.0,<LOD,32.0,<LOD,17.0,<LOD,4.0,1890,50.0,93,26.0,3730,46.0,10460,95.0,27152,206.0,903,136.0,2230,220.0,<LOD,10.0,<LOD,3758.0,<LOD,6267.0,<LOD,7628.0,<LOD,12079.0,<LOD,16163.0,<LOD,777.0,894896,471.0,<LOD,225.0,2170,133.0,<LOD,19.0,2106,78.0,<LOD,38.0,<LOD,1197.0
1_m02,<LOD,24005.0,<LOD,4068.0,<LOD,3015.0,<LOD,2430.0,<LOD,2678.0,<LOD,1231.0,<LOD,2495.0,<LOD,560.0,<LOD,276.0,<LOD,84.0,848,171.0,<LOD,50.0,1932,142.0,<LOD,12.0,<LOD,29.0,51760,256.0,<LOD,94.0,<LOD,13.0,<LOD,32.0,<LOD,16.0,<LOD,4.0,1849,49.0,165,25.0,3738,46.0,10429,94.0,28360,210.0,791,136.0,2023,218.0,<LOD,10.0,<LOD,3857.0,<LOD,6695.0,940,257.0,<LOD,12009.0,1789,527.0,<LOD,777.0,890712,702.0,<LOD,225.0,2486,133.0,<LOD,19.0,2178,77.0,<LOD,38.0,<LOD,1201.0
1_m03,<LOD,23420.0,<LOD,4199.0,<LOD,3162.0,<LOD,2342.0,<LOD,2585.0,<LOD,1255.0,<LOD,2493.0,<LOD,612.0,2807,922.0,<LOD,83.0,1135,180.0,<LOD,52.0,3140,158.0,<LOD,12.0,<LOD,29.0,41383,245.0,<LOD,93.0,<LOD,13.0,<LOD,32.0,<LOD,16.0,<LOD,4.0,1843,50.0,164,26.0,3740,47.0,10322,95.0,35318,236.0,1065,138.0,2048,236.0,<LOD,9.0,<LOD,3784.0,<LOD,6528.0,<LOD,8071.0,<LOD,12820.0,<LOD,16648.0,<LOD,771.0,892760,961.0,<LOD,223.0,2200,133.0,<LOD,19.0,2076,78.0,<LOD,37.0,<LOD,1198.0
1_m04,<LOD,22142.0,<LOD,4732.0,<LOD,3606.0,<LOD,2163.0,<LOD,2403.0,<LOD,1231.0,<LOD,2580.0,<LOD,664.0,3819,891.0,<LOD,85.0,927,171.0,<LOD,51.0,8542,200.0,<LOD,14.0,<LOD,29.0,53007,269.0,<LOD,95.0,<LOD,13.0,<LOD,32.0,<LOD,17.0,<LOD,4.0,1808,49.0,203,26.0,3665,46.0,10159,94.0,27793,210.0,934,133.0,1944,217.0,<LOD,10.0,<LOD,4146.0,<LOD,7004.0,<LOD,8807.0,<LOD,13577.0,1638,533.0,<LOD,780.0,881431,1040.0,<LOD,226.0,2184,131.0,<LOD,20.0,1946,75.0,<LOD,38.0,<LOD,1244.0
1_m05,<LOD,24240.0,<LOD,4208.0,<LOD,3071.0,<LOD,2463.0,<LOD,2703.0,<LOD,1218.0,<LOD,2570.0,<LOD,558.0,2959,907.0,<LOD,86.0,1106,178.0,<LOD,52.0,1390,139.0,175,40.0,<LOD,29.0,58892,284.0,<LOD,96.0,<LOD,14.0,<LOD,33.0,<LOD,17.0,<LOD,4.0,1862,50.0,151,26.0,3739,47.0,10292,97.0,23185,192.0,515,137.0,1112,212.0,<LOD,10.0,<LOD,4232.0,<LOD,7357.0,<LOD,9140.0,<LOD,14170.0,<LOD,18733.0,<LOD,790.0,890251,943.0,<LOD,229.0,2225,135.0,<LOD,20.0,1970,78.0,<LOD,38.0,<LOD,1224.0
1_m06,<LOD,25439.0,<LOD,4920.0,<LOD,3413.0,<LOD,2708.0,<LOD,2986.0,<LOD,1471.0,<LOD,3107.0,<LOD,626.0,<LOD,288.0,<LOD,88.0,1209,194.0,<LOD,54.0,1529,148.0,146,42.0,<LOD,30.0,40931,251.0,<LOD,99.0,<LOD,14.0,<LOD,34.0,<LOD,17.0,<LOD,4.0,1871,54.0,110,28.0,3792,50.0,10545,102.0,28685,211.0,697,147.0,1698,248.0,<LOD,10.0,<LOD,4227.0,<LOD,7060.0,<LOD,8811.0,<LOD,13762.0,<LOD,18268.0,<LOD,818.0,904163,505.0,<LOD,237.0,2233,143.0,<LOD,21.0,2244,86.0,<LOD,40.0,<LOD,1295.0
1_m07,<LOD,25028.0,<LOD,4780.0,<LOD,3467.0,<LOD,2697.0,<LOD,2966.0,<LOD,1429.0,<LOD,3008.0,<LOD,624.0,<LOD,290.0,<LOD,89.0,788,185.0,<LOD,53.0,1628,148.0,<LOD,12.0,<LOD,30.0,37601,243.0,<LOD,98.0,<LOD,14.0,<LOD,33.0,<LOD,17.0,<LOD,4.0,1937,54.0,149,29.0,3872,50.0,10726,102.0,25080,198.0,1004,144.0,1527,236.0,<LOD,10.0,<LOD,4402.0,<LOD,7477.0,<LOD,9425.0,<LOD,14497.0,1654,527.0,<LOD,813.0,909354,682.0,<LOD,235.0,2344,143.0,<LOD,20.0,2336,86.0,<LOD,39.0,<LOD,1298.0
1_m08,<LOD,26073.0,<LOD,5118.0,<LOD,3718.0,<LOD,2656.0,<LOD,2982.0,<LOD,1585.0,<LOD,3161.0,<LOD,727.0,<LOD,290.0,<LOD,89.0,790,192.0,<LOD,53.0,2457,160.0,151,43.0,<LOD,30.0,19782,196.0,<LOD,98.0,<LOD,14.0,<LOD,34.0,<LOD,17.0,<LOD,4.0,1963,54.0,168,28.0,3906,50.0,10925,101.0,39386,247.0,1029,150.0,2164,275.0,<LOD,10.0,<LOD,3557.0,<LOD,6028.0,829,260.0,<LOD,12128.0,<LOD,16101.0,<LOD,812.0,911457,568.0,<LOD,235.0,2416,143.0,<LOD,20.0,2428,86.0,<LOD,39.0,<LOD,1319.0
1_m09,<LOD,26110.0,<LOD,4912.0,<LOD,3417.0,<LOD,2721.0,<LOD,3013.0,<LOD,1492.0,<LOD,3082.0,<LOD,650.0,<LOD,299.0,<LOD,91.0,951,193.0,<LOD,53.0,2072,157.0,<LOD,13.0,<LOD,30.0,24457,215.0,<LOD,99.0,<LOD,14.0,<LOD,34.0,<LOD,17.0,<LOD,4.0,1936,55.0,139,28.0,3892,52.0,10765,105.0,26548,204.0,903,151.0,1632,251.0,<LOD,10.0,<LOD,3939.0,<LOD,6633.0,<LOD,8479.0,<LOD,12958.0,<LOD,18041.0,<LOD,819.0,922179,496.0,<LOD,237.0,2460,148.0,<LOD,20.0,2064,86.0,<LOD,40.0,<LOD,1299.0
1_m10,<LOD,24943.0,<LOD,4968.0,<LOD,3431.0,<LOD,2735.0,<LOD,3021.0,<LOD,1452.0,<LOD,3124.0,<LOD,625.0,<LOD,284.0,<LOD,85.0,1234,199.0,<LOD,52.0,1864,151.0,<LOD,12.0,<LOD,30.0,15727,186.0,<LOD,98.0,<LOD,14.0,<LOD,33.0,<LOD,17.0,<LOD,4.0,1996,56.0,126,29.0,3962,52.0,10993,105.0,27833,208.0,1095,150.0,2441,256.0,<LOD,10.0,<LOD,3874.0,<LOD,6604.0,1037,249.0,<LOD,11670.0,<LOD,16973.0,<LOD,814.0,927064,544.0,<LOD,236.0,2352,147.0,<LOD,20.0,2276,89.0,<LOD,39.0,<LOD,1294.0
1_m11,<LOD,23233.0,<LOD,4078.0,<LOD,2968.0,<LOD,2404.0,<LOD,2646.0,<LOD,1210.0,<LOD,2484.0,<LOD,519.0,<LOD,280.0,<LOD,83.0,823,176.0,<LOD,49.0,3540,161.0,<LOD,12.0,<LOD,28.0,21260,190.0,<LOD,92.0,<LOD,13.0,<LOD,31.0,<LOD,16.0,<LOD,4.0,1944,51.0,131,26.0,3866,47.0,10725,96.0,36965,238.0,1105,141.0,2046,241.0,<LOD,9.0,<LOD,3608.0,814,218.0,<LOD,7627.0,<LOD,12023.0,<LOD,15848.0,<LOD,762.0,912324,518.0,<LOD,221.0,2300,135.0,<LOD,19.0,2155,79.0,<LOD,37.0,<LOD,1190.0
1_m12,<LOD,26266.0,<LOD,5075.0,<LOD,3425.0,<LOD,2770.0,<LOD,3066.0,<LOD,1457.0,<LOD,3214.0,<LOD,646.0,<LOD,296.0,<LOD,87.0,916,187.0,<LOD,56.0,1407,150.0,<LOD,13.0,<LOD,31.0,50672,274.0,<LOD,100.0,<LOD,14.0,<LOD,34.0,<LOD,18.0,<LOD,4.0,1858,54.0,136,28.0,3756,50.0,10419,102.0,25470,199.0,786,146.0,1860,244.0,<LOD,10.0,409,121.0,<LOD,7355.0,765,246.0,<LOD,13829.0,<LOD,18375.0,<LOD,828.0,897369,558.0,<LOD,240.0,2135,143.0,<LOD,21.0,2042,85.0,<LOD,40.0,<LOD,1347.0
1_m13,<LOD,25281.0,<LOD,4941.0,<LOD,3418.0,<LOD,2741.0,<LOD,3016.0,<LOD,1421.0,<LOD,3076.0,<LOD,622.0,<LOD,291.0,<LOD,90.0,943,183.0,<LOD,55.0,1200,145.0,146,42.0,<LOD,30.0,61127,286.0,<LOD,100.0,<LOD,14.0,<LOD,34.0,<LOD,18.0,<LOD,4.0,1860,53.0,101,28.0,3663,49.0,10222,101.0,20624,179.0,<LOD,8.0,2030,228.0,<LOD,11.0,<LOD,4418.0,<LOD,7869.0,<LOD,9732.0,<LOD,14885.0,<LOD,19851.0,<LOD,823.0,893884,478.0,<LOD,238.0,1989,140.0,<LOD,21.0,2066,86.0,<LOD,40.0,<LOD,1345.0
1_m14,<LOD,25480.0,<LOD,5152.0,<LOD,3708.0,<LOD,2663.0,<LOD,2969.0,<LOD,1459.0,<LOD,3091.0,<LOD,658.0,<LOD,291.0,<LOD,88.0,896,189.0,<LOD,54.0,2184,157.0,151,43.0,<LOD,30.0,25619,215.0,<LOD,98.0,<LOD,14.0,<LOD,33.0,<LOD,17.0,<LOD,4.0,1943,55.0,116,28.0,3893,51.0,10734,103.0,27683,208.0,1238,148.0,1840,248.0,<LOD,10.0,<LOD,4092.0,<LOD,6950.0,769,237.0,1535,367.0,2003,499.0,<LOD,812.0,914512,784.0,<LOD,235.0,2556,146.0,<LOD,20.0,2178,86.0,<LOD,39.0,<LOD,1302.0
2_m01,13560,4162.0,7805,384.0,20607,254.0,398,19.0,6338,76.0,5773,76.0,,,2383,41.0,<LOD,1658.0,<LOD,68.0,402,40.0,135,34.0,387,30.0,<LOD,17.0,31,9.0,12124,131.0,<LOD,14.0,20,5.0,38,4.0,23,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,8,2.0,622948,3102.0,2407,33.0,<LOD,45.0,<LOD,7.0,410,63.0,<LOD,428.0,<LOD,535.0,<LOD,853.0,<LOD,1126.0,1561,33.0,,,<LOD,17.0,237,7.0,<LOD,12.0,75,4.0,46,3.0,302284,2210.0
2_m02,<LOD,127336.0,8051,372.0,20550,184.0,362,18.0,6300,53.0,5924,59.0,,,2329,35.0,<LOD,1793.0,<LOD,72.0,405,40.0,<LOD,2982.0,438,31.0,<LOD,18.0,36,9.0,12497,83.0,<LOD,14.0,39,5.0,44,4.0,23,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,626461,958.0,2503,26.0,<LOD,45.0,<LOD,7.0,366,61.0,<LOD,430.0,<LOD,524.0,682,205.0,830,260.0,1580,31.0,,,<LOD,18.0,228,6.0,<LOD,12.0,76,4.0,50,3.0,310227,977.0
2_m03,17197,4140.0,6260,379.0,10413,159.0,246,17.0,912,29.0,6455,80.0,,,1442,34.0,<LOD,2345.0,<LOD,69.0,445,41.0,123,36.0,181,28.0,<LOD,17.0,37,8.0,9036,102.0,<LOD,12.0,25,5.0,29,3.0,11,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,640829,3195.0,2564,35.0,<LOD,45.0,<LOD,7.0,307,61.0,<LOD,426.0,<LOD,527.0,<LOD,828.0,862,275.0,1008,26.0,,,<LOD,15.0,225,6.0,<LOD,12.0,88,4.0,40,3.0,301265,2223.0
2_m04,15516,4194.0,6579,383.0,10831,165.0,266,17.0,656,27.0,8853,102.0,,,1760,36.0,<LOD,2186.0,<LOD,71.0,396,41.0,<LOD,3618.0,296,29.0,<LOD,17.0,34,8.0,13371,145.0,<LOD,13.0,<LOD,7.0,15,3.0,12,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,7,2.0,629402,3174.0,2520,34.0,<LOD,45.0,<LOD,7.0,346,58.0,<LOD,435.0,<LOD,524.0,<LOD,825.0,<LOD,1100.0,742,23.0,,,<LOD,13.0,355,8.0,<LOD,13.0,90,4.0,28,3.0,307927,2255.0
2_m05,<LOD,165963.0,6739,420.0,13027,157.0,298,19.0,1352,31.0,10632,79.0,,,2127,39.0,<LOD,2374.0,<LOD,72.0,482,48.0,<LOD,3838.0,384,34.0,<LOD,17.0,63,10.0,12238,87.0,<LOD,12.0,<LOD,7.0,<LOD,3.0,8,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,13,2.0,583000,992.0,2919,31.0,<LOD,46.0,<LOD,7.0,452,57.0,<LOD,424.0,<LOD,528.0,<LOD,868.0,<LOD,1200.0,356,20.0,,,<LOD,12.0,345,8.0,<LOD,12.0,102,5.0,27,3.0,365435,1033.0
2_m06,<LOD,156105.0,7189,369.0,16395,162.0,225,16.0,708,25.0,6530,56.0,,,1549,32.0,<LOD,2255.0,<LOD,69.0,455,41.0,<LOD,3599.0,228,28.0,<LOD,17.0,67,8.0,9777,70.0,174,11.0,26,5.0,14,3.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,10,2.0,629204,941.0,2501,27.0,<LOD,46.0,<LOD,7.0,485,62.0,<LOD,416.0,<LOD,522.0,<LOD,823.0,910,276.0,352,18.0,,,<LOD,12.0,173,5.0,<LOD,12.0,85,4.0,23,3.0,322919,951.0
2_m07,<LOD,151957.0,10132,392.0,15294,160.0,212,17.0,1222,26.0,7338,60.0,,,1603,34.0,<LOD,2201.0,<LOD,70.0,448,42.0,<LOD,3615.0,460,32.0,<LOD,18.0,57,9.0,13612,90.0,97,12.0,40,6.0,<LOD,3.0,6,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,10,2.0,625960,958.0,2573,27.0,<LOD,46.0,<LOD,7.0,358,62.0,<LOD,441.0,<LOD,536.0,<LOD,846.0,<LOD,1172.0,354,18.0,,,<LOD,12.0,273,7.0,<LOD,12.0,79,4.0,24,3.0,319847,987.0
2_m08,<LOD,158415.0,6462,371.0,12134,142.0,285,17.0,1376,27.0,7650,61.0,,,1804,34.0,<LOD,2318.0,<LOD,70.0,379,40.0,<LOD,3724.0,276,30.0,<LOD,18.0,76,9.0,13540,91.0,<LOD,13.0,26,5.0,11,3.0,7,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,8,2.0,627476,949.0,2629,28.0,<LOD,46.0,<LOD,7.0,398,60.0,<LOD,414.0,<LOD,533.0,<LOD,830.0,<LOD,1108.0,326,18.0,,,<LOD,13.0,209,6.0,<LOD,12.0,83,4.0,22,3.0,324822,973.0
2_m09,<LOD,162858.0,6692,352.0,12002,137.0,314,17.0,1895,29.0,6337,55.0,,,1790,32.0,<LOD,2405.0,<LOD,73.0,379,39.0,<LOD,3978.0,444,30.0,<LOD,18.0,53,8.0,15065,96.0,<LOD,14.0,40,5.0,<LOD,3.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,10,2.0,629743,917.0,2458,26.0,<LOD,45.0,<LOD,7.0,353,59.0,<LOD,423.0,<LOD,519.0,<LOD,840.0,<LOD,1144.0,386,18.0,,,<LOD,13.0,197,6.0,<LOD,12.0,91,4.0,21,3.0,321730,940.0
2_m10,20604,4725.0,6766,440.0,13713,203.0,245,19.0,1075,32.0,7878,97.0,,,1778,41.0,<LOD,2314.0,<LOD,72.0,504,49.0,<LOD,3643.0,255,33.0,<LOD,17.0,83,10.0,10713,124.0,<LOD,12.0,<LOD,6.0,<LOD,3.0,6,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,10,2.0,583251,3331.0,2968,41.0,<LOD,46.0,<LOD,7.0,394,58.0,<LOD,443.0,382,122.0,<LOD,812.0,<LOD,1113.0,454,21.0,,,<LOD,12.0,235,7.0,<LOD,12.0,100,5.0,25,3.0,348561,2581.0
2_m11,<LOD,108790.0,5756,338.0,12009,137.0,514,19.0,11462,75.0,4193,51.0,,,6346,52.0,<LOD,1705.0,<LOD,71.0,457,41.0,<LOD,2712.0,214,28.0,<LOD,17.0,80,9.0,11976,81.0,47,12.0,59,4.0,<LOD,3.0,10,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,8,2.0,23,2.0,622468,919.0,2420,25.0,<LOD,45.0,<LOD,7.0,469,61.0,<LOD,431.0,<LOD,515.0,<LOD,796.0,<LOD,1107.0,90,27.0,,,3470,34.0,106,5.0,<LOD,11.0,86,4.0,<LOD,8.0,317737,957.0
2_m12,<LOD,158790.0,6534,363.0,16165,161.0,227,17.0,916,26.0,6422,56.0,,,1666,33.0,<LOD,2361.0,<LOD,68.0,393,40.0,<LOD,3711.0,212,28.0,<LOD,17.0,60,9.0,13046,87.0,<LOD,13.0,21,5.0,9,3.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,11,2.0,625567,930.0,2526,27.0,<LOD,46.0,<LOD,7.0,459,60.0,<LOD,422.0,<LOD,544.0,<LOD,845.0,<LOD,1162.0,359,18.0,,,<LOD,13.0,282,7.0,<LOD,12.0,78,4.0,24,3.0,325022,955.0
2_m13,<LOD,184220.0,6475,363.0,10658,132.0,273,17.0,1244,29.0,6073,56.0,,,1525,32.0,<LOD,2699.0,<LOD,70.0,404,40.0,<LOD,4489.0,217,28.0,<LOD,18.0,45,9.0,15185,99.0,<LOD,14.0,31,5.0,30,3.0,11,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,8,2.0,626078,953.0,2562,27.0,<LOD,45.0,<LOD,7.0,350,64.0,<LOD,454.0,<LOD,543.0,<LOD,832.0,1096,277.0,873,24.0,,,<LOD,14.0,212,6.0,<LOD,12.0,87,4.0,37,3.0,326526,966.0
2_m14,<LOD,173901.0,6424,346.0,9812,125.0,425,17.0,1074,27.0,6144,55.0,,,1650,31.0,<LOD,2553.0,<LOD,72.0,427,40.0,<LOD,4166.0,343,29.0,<LOD,17.0,37,8.0,10209,72.0,<LOD,13.0,72,6.0,18,3.0,11,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,7,2.0,637549,911.0,2497,26.0,<LOD,45.0,<LOD,7.0,340,60.0,<LOD,427.0,<LOD,509.0,<LOD,808.0,<LOD,1069.0,772,23.0,,,<LOD,16.0,344,7.0,<LOD,12.0,75,4.0,34,3.0,321735,927.0
3_m01,<LOD,173901.0,6424,346.0,9812,125.0,425,17.0,1074,27.0,6144,55.0,,,1650,31.0,<LOD,2553.0,<LOD,72.0,427,40.0,<LOD,4166.0,343,29.0,<LOD,17.0,37,8.0,10209,72.0,<LOD,13.0,72,6.0,18,3.0,11,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,7,2.0,637549,911.0,2497,26.0,<LOD,45.0,<LOD,7.0,340,60.0,<LOD,427.0,<LOD,509.0,<LOD,808.0,<LOD,1069.0,772,23.0,,,<LOD,16.0,344,7.0,<LOD,12.0,75,4.0,34,3.0,321735,927.0
3_m02,<LOD,205179.0,6361,340.0,10097,125.0,171,15.0,914,23.0,5440,49.0,,,1685,29.0,<LOD,3004.0,<LOD,73.0,373,35.0,<LOD,5268.0,176,27.0,40,13.0,48,9.0,46688,250.0,<LOD,20.0,40,7.0,<LOD,3.0,<LOD,2.0,<LOD,1.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,15,2.0,601646,918.0,2211,24.0,<LOD,44.0,<LOD,7.0,409,60.0,<LOD,439.0,<LOD,554.0,<LOD,887.0,<LOD,1169.0,375,19.0,,,<LOD,12.0,504,9.0,<LOD,12.0,71,4.0,25,3.0,322710,972.0
3_m03,<LOD,110424.0,7769,350.0,14211,148.0,462,18.0,1817,28.0,14754,90.0,,,3679,40.0,<LOD,1717.0,<LOD,69.0,406,39.0,<LOD,2934.0,368,30.0,<LOD,18.0,141,10.0,25610,145.0,49,13.0,42,3.0,<LOD,3.0,<LOD,2.0,<LOD,1.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,11,2.0,615977,925.0,2381,25.0,<LOD,45.0,<LOD,7.0,347,61.0,<LOD,448.0,<LOD,564.0,<LOD,902.0,<LOD,1213.0,61,14.0,,,63,7.0,37,3.0,<LOD,11.0,79,4.0,13,2.0,311724,974.0
3_m04,9751,3104.0,7494,285.0,10151,130.0,529,16.0,1385,26.0,5303,58.0,,,3355,39.0,<LOD,1936.0,<LOD,68.0,269,30.0,<LOD,3493.0,228,24.0,<LOD,17.0,65,8.0,23861,205.0,<LOD,15.0,13,4.0,<LOD,3.0,<LOD,2.0,<LOD,1.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,662546,2483.0,2128,26.0,<LOD,42.0,<LOD,6.0,392,56.0,<LOD,384.0,<LOD,480.0,<LOD,765.0,<LOD,991.0,258,14.0,,,<LOD,11.0,139,4.0,<LOD,10.0,71,3.0,18,2.0,272047,1693.0
3_m05,<LOD,113335.0,6960,292.0,9975,112.0,378,15.0,2353,28.0,12913,76.0,,,3579,35.0,<LOD,1550.0,<LOD,67.0,360,34.0,<LOD,2850.0,385,27.0,<LOD,17.0,135,9.0,11402,71.0,52,9.0,32,5.0,9,2.0,6,1.0,<LOD,1.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,11,2.0,669118,836.0,2267,23.0,<LOD,43.0,<LOD,6.0,354,60.0,<LOD,393.0,<LOD,477.0,<LOD,749.0,<LOD,997.0,328,15.0,,,<LOD,12.0,280,6.0,<LOD,11.0,75,3.0,21,2.0,279007,856.0
3_m06,<LOD,164172.0,6169,343.0,11066,130.0,323,16.0,1317,26.0,6977,56.0,,,1566,31.0,<LOD,2456.0,<LOD,71.0,363,38.0,<LOD,4073.0,228,28.0,<LOD,17.0,57,8.0,14921,96.0,<LOD,14.0,40,7.0,11,3.0,<LOD,2.0,<LOD,1.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,11,2.0,634202,917.0,2471,26.0,<LOD,45.0,<LOD,7.0,418,63.0,<LOD,429.0,<LOD,527.0,<LOD,795.0,<LOD,1095.0,366,18.0,,,<LOD,12.0,427,8.0,<LOD,12.0,81,4.0,26,3.0,318960,939.0
3_m07,<LOD,117651.0,7433,332.0,14339,143.0,413,17.0,2224,29.0,10263,69.0,,,1529,30.0,933,215.0,<LOD,68.0,336,37.0,<LOD,2975.0,347,28.0,<LOD,17.0,92,9.0,16564,101.0,<LOD,14.0,85,11.0,<LOD,3.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,12,2.0,635955,922.0,2378,25.0,<LOD,44.0,<LOD,7.0,387,60.0,<LOD,417.0,<LOD,496.0,810,205.0,<LOD,1066.0,47,13.0,,,31,6.0,1366,14.0,<LOD,12.0,82,4.0,16,2.0,304357,941.0
3_m08,<LOD,171929.0,6811,313.0,9709,115.0,217,14.0,1085,23.0,6298,50.0,,,1974,30.0,<LOD,2585.0,<LOD,70.0,368,35.0,<LOD,4482.0,261,27.0,<LOD,17.0,53,8.0,23035,131.0,<LOD,16.0,68,7.0,8,2.0,7,1.0,<LOD,1.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,9,2.0,637606,875.0,2280,24.0,<LOD,44.0,<LOD,7.0,318,57.0,<LOD,399.0,442,128.0,<LOD,808.0,<LOD,1048.0,287,16.0,,,<LOD,12.0,456,8.0,<LOD,12.0,76,4.0,20,2.0,308612,899.0
3_m09,<LOD,91854.0,6685,341.0,13869,143.0,277,16.0,1322,26.0,23530,129.0,,,1537,32.0,<LOD,1402.0,<LOD,71.0,363,39.0,<LOD,2371.0,290,29.0,<LOD,17.0,79,9.0,12835,84.0,40,10.0,40,5.0,<LOD,3.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,12,2.0,631083,943.0,2459,26.0,<LOD,45.0,<LOD,7.0,379,62.0,<LOD,439.0,<LOD,507.0,641,205.0,1054,278.0,82,13.0,,,25,6.0,176,5.0,<LOD,12.0,89,4.0,16,2.0,303117,963.0
3_m10,<LOD,74158.0,6981,328.0,14062,145.0,410,18.0,2024,31.0,26249,141.0,,,3816,41.0,<LOD,1281.0,<LOD,69.0,402,40.0,<LOD,2168.0,879,35.0,<LOD,18.0,89,9.0,17630,106.0,97,12.0,78,7.0,<LOD,3.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,13,2.0,619134,926.0,2354,25.0,<LOD,45.0,<LOD,7.0,378,61.0,<LOD,436.0,<LOD,538.0,<LOD,822.0,1218,268.0,231,17.0,,,23,7.0,463,8.0,<LOD,12.0,86,4.0,18,2.0,303367,969.0
3_m11,<LOD,91492.0,7279,345.0,12474,137.0,265,16.0,1617,28.0,22481,125.0,,,1486,33.0,<LOD,1383.0,<LOD,68.0,372,40.0,<LOD,2337.0,317,30.0,<LOD,17.0,570,16.0,5895,49.0,<LOD,11.0,18,5.0,9,3.0,9,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,8,2.0,635403,932.0,2505,26.0,<LOD,46.0,<LOD,7.0,423,63.0,<LOD,414.0,<LOD,533.0,<LOD,802.0,847,280.0,424,18.0,,,<LOD,12.0,289,7.0,<LOD,12.0,82,4.0,26,3.0,307202,950.0
3_m12,<LOD,123743.0,7233,343.0,12234,135.0,271,16.0,1553,27.0,18171,106.0,,,2147,34.0,<LOD,1699.0,<LOD,72.0,374,39.0,<LOD,2901.0,284,29.0,<LOD,17.0,88,9.0,13972,90.0,103,11.0,75,7.0,<LOD,3.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,<LOD,2.0,11,2.0,629756,919.0,2479,26.0,<LOD,45.0,<LOD,7.0,352,60.0,<LOD,426.0,<LOD,532.0,<LOD,835.0,<LOD,1126.0,176,15.0,,,<LOD,11.0,448,8.0,<LOD,12.0,81,4.0,18,2.0,310174,955.0
